pipeline_event_id,candidate_id,req_id,source_channel,stage_reached,stage_entry_timestamp,recruiter_id
25e57f37,CAND_100133,REQ_2044,Employee Referral,Applied,2025-02-26 00:00:00,REC_103
54733aff,CAND_100134,REQ_2024,Tesla Careers Site,Applied,2025-05-10 00:00:00,REC_104
d9501ecb,CAND_100135,REQ_2036,LinkedIn,Applied,2025-03-23 00:00:00,REC_102
204d7a63,CAND_100135,REQ_2036,LinkedIn,Phone Screen,2025-04-04 00:00:00,REC_102
5a22a7ed,CAND_100135,REQ_2036,LinkedIn,Technical Interview,2025-04-08 00:00:00,REC_102
7b12afe5,CAND_100135,REQ_2036,LinkedIn,Offer Issued,2025-04-15 00:00:00,REC_102
cb8c3c51,CAND_100136,REQ_2023,LinkedIn,Applied,2025-07-10 00:00:00,REC_103
961f40c3,CAND_100137,REQ_2027,LinkedIn,Applied,2025-06-04 00:00:00,REC_101
f80dea76,CAND_100138,REQ_2026,LinkedIn,Applied,2025-06-24 00:00:00,REC_102
2744cec9,CAND_100138,REQ_2026,LinkedIn,Phone Screen,2025-06-28 00:00:00,REC_102
6162ca1e,CAND_100138,REQ_2026,LinkedIn,Technical Interview,2025-07-02 00:00:00,REC_102
65d4b501,CAND_100138,REQ_2026,LinkedIn,Offer Issued,2025-07-05 00:00:00,REC_102
74df6d0c,CAND_100139,REQ_2029,LinkedIn,Applied,2025-06-18 00:00:00,REC_100
1e163236,CAND_100140,REQ_2023,Tesla Careers Site,Applied,2025-07-13 00:00:00,REC_104
9e2550c1,CAND_100140,REQ_2023,Tesla Careers Site,Phone Screen,2025-07-15 00:00:00,REC_104
923a3341,CAND_100140,REQ_2023,Tesla Careers Site,Technical Interview,2025-07-23 00:00:00,REC_104
50fe8c23,CAND_100141,REQ_2048,LinkedIn,Applied,2025-02-06 00:00:00,REC_101
3239d8b9,CAND_100142,REQ_2032,Tesla Careers Site,Applied,2025-04-29 00:00:00,REC_101
aa4da993,CAND_100142,REQ_2032,Tesla Careers Site,Phone Screen,2025-05-09 00:00:00,REC_101
c6c7138d,CAND_100143,REQ_2043,Employee Referral,Applied,2025-06-02 00:00:00,REC_101
c325b46e,CAND_100143,REQ_2043,Employee Referral,Phone Screen,2025-06-17 00:00:00,REC_101
071895d1,CAND_100143,REQ_2043,Employee Referral,Technical Interview,2025-06-24 00:00:00,REC_101
c54f62d5,CAND_100143,REQ_2043,Employee Referral,Offer Issued,2025-07-04 00:00:00,REC_101
71fb0f93,CAND_100144,REQ_2008,X (Twitter) Sourcing,Applied,2025-04-14 00:00:00,REC_104
592d5bdf,CAND_100145,REQ_2038,University Recruiting,Applied,2025-02-10 00:00:00,REC_100
7c203a56,CAND_100145,REQ_2038,University Recruiting,Phone Screen,2025-02-12 00:00:00,REC_100
24cecc8f,CAND_100145,REQ_2038,University Recruiting,Technical Interview,2025-02-20 00:00:00,REC_100
9e104d01,CAND_100145,REQ_2038,University Recruiting,Offer Issued,2025-03-02 00:00:00,REC_100
2776aa12,CAND_100146,REQ_2034,LinkedIn,Applied,2025-03-14 00:00:00,REC_103
2c50f88b,CAND_100147,REQ_2015,Tesla Careers Site,Applied,2025-01-30 00:00:00,REC_101
54afba51,CAND_100147,REQ_2015,Tesla Careers Site,Phone Screen,2025-02-08 00:00:00,REC_101
e874cccb,CAND_100148,REQ_2013,Employee Referral,Applied,2025-05-30 00:00:00,REC_100
b63c501a,CAND_100148,REQ_2013,Employee Referral,Phone Screen,2025-06-07 00:00:00,REC_100
b9e394c2,CAND_100149,REQ_2028,LinkedIn,Applied,2025-02-11 00:00:00,REC_102
096499c4,CAND_100150,REQ_2020,LinkedIn,Applied,2025-02-16 00:00:00,REC_103
d2741bf5,CAND_100151,REQ_2043,LinkedIn,Applied,2025-06-02 00:00:00,REC_102
a6a253ac,CAND_100151,REQ_2043,LinkedIn,Phone Screen,2025-06-12 00:00:00,REC_102
e3790618,CAND_100152,REQ_2005,Employee Referral,Applied,2025-07-13 00:00:00,REC_104
de9f08b7,CAND_100153,REQ_2025,LinkedIn,Applied,2025-05-27 00:00:00,REC_100
2b9946de,CAND_100153,REQ_2025,LinkedIn,Phone Screen,2025-06-07 00:00:00,REC_100
4ed796e8,CAND_100153,REQ_2025,LinkedIn,Technical Interview,2025-06-20 00:00:00,REC_100
fdb9ca88,CAND_100154,REQ_2013,Tesla Careers Site,Applied,2025-06-02 00:00:00,REC_101
d3812350,CAND_100154,REQ_2013,Tesla Careers Site,Phone Screen,2025-06-11 00:00:00,REC_101
a04e71af,CAND_100154,REQ_2013,Tesla Careers Site,Technical Interview,2025-06-23 00:00:00,REC_101
f73be90d,CAND_100155,REQ_2007,LinkedIn,Applied,2025-04-21 00:00:00,REC_101
1df92222,CAND_100156,REQ_2002,LinkedIn,Applied,2025-01-22 00:00:00,REC_100
8da51eb4,CAND_100156,REQ_2002,LinkedIn,Phone Screen,2025-01-24 00:00:00,REC_100
a99d7a60,CAND_100156,REQ_2002,LinkedIn,Technical Interview,2025-02-07 00:00:00,REC_100
2d065ca6,CAND_100156,REQ_2002,LinkedIn,Offer Issued,2025-02-19 00:00:00,REC_100
b843a336,CAND_100156,REQ_2002,LinkedIn,Hired,2025-02-24 00:00:00,REC_100
7e446531,CAND_100157,REQ_2022,LinkedIn,Applied,2025-05-26 00:00:00,REC_100
1212b7cc,CAND_100157,REQ_2022,LinkedIn,Phone Screen,2025-06-08 00:00:00,REC_100
1580f489,CAND_100157,REQ_2022,LinkedIn,Technical Interview,2025-06-17 00:00:00,REC_100
73c2b846,CAND_100158,REQ_2041,University Recruiting,Applied,2025-03-05 00:00:00,REC_103
2558bd14,CAND_100159,REQ_2020,University Recruiting,Applied,2025-02-04 00:00:00,REC_103
4c9c9fc4,CAND_100159,REQ_2020,University Recruiting,Phone Screen,2025-02-11 00:00:00,REC_103
f6f13b17,CAND_100160,REQ_2045,Tesla Careers Site,Applied,2025-01-21 00:00:00,REC_102
5b9cfeaa,CAND_100160,REQ_2045,Tesla Careers Site,Phone Screen,2025-02-03 00:00:00,REC_102
a0ab63bb,CAND_100161,REQ_2028,University Recruiting,Applied,2025-02-06 00:00:00,REC_102
4c91f9ff,CAND_100162,REQ_2032,Employee Referral,Applied,2025-04-27 00:00:00,REC_101
0ed2bf81,CAND_100162,REQ_2032,Employee Referral,Phone Screen,2025-04-30 00:00:00,REC_101
35a27990,CAND_100163,REQ_2002,LinkedIn,Applied,2025-01-17 00:00:00,REC_102
15d61e34,CAND_100163,REQ_2002,LinkedIn,Phone Screen,2025-01-24 00:00:00,REC_102
54c88e67,CAND_100164,REQ_2004,Employee Referral,Applied,2025-04-28 00:00:00,REC_100
6330e68e,CAND_100165,REQ_2029,LinkedIn,Applied,2025-06-17 00:00:00,REC_101
f430209e,CAND_100166,REQ_2037,Employee Referral,Applied,2025-02-14 00:00:00,REC_104
70151b19,CAND_100167,REQ_2021,Employee Referral,Applied,2025-06-18 00:00:00,REC_103
58e3aab6,CAND_100167,REQ_2021,Employee Referral,Phone Screen,2025-06-28 00:00:00,REC_103
84958241,CAND_100168,REQ_2017,LinkedIn,Applied,2025-02-12 00:00:00,REC_102
af76317b,CAND_100168,REQ_2017,LinkedIn,Phone Screen,2025-02-17 00:00:00,REC_102
98e3238f,CAND_100168,REQ_2017,LinkedIn,Technical Interview,2025-03-03 00:00:00,REC_102
af60b833,CAND_100169,REQ_2043,,Applied,2025-05-31 00:00:00,REC_103
9d438de6,CAND_100169,REQ_2043,,Phone Screen,2025-06-11 00:00:00,REC_103
aae99acf,CAND_100170,REQ_2034,University Recruiting,Applied,2025-03-23 00:00:00,REC_100
6e5dbced,CAND_100170,REQ_2034,University Recruiting,Phone Screen,2025-04-03 00:00:00,REC_100
0ba95537,CAND_100171,REQ_2044,LinkedIn,Applied,2025-03-07 00:00:00,REC_102
bf9fbb59,CAND_100172,REQ_2026,Tesla Careers Site,Applied,2025-07-05 00:00:00,REC_104
8eabbe28,CAND_100172,REQ_2026,Tesla Careers Site,Phone Screen,2025-07-08 00:00:00,REC_104
8cb4d61b,CAND_100173,REQ_2009,Employee Referral,Applied,2025-04-13 00:00:00,REC_102
4aa22227,CAND_100174,REQ_2005,University Recruiting,Applied,2025-07-13 00:00:00,REC_102
97554585,CAND_100175,REQ_2011,LinkedIn,Applied,2025-05-11 00:00:00,REC_101
01c22fac,CAND_100175,REQ_2011,LinkedIn,Phone Screen,2025-05-18 00:00:00,REC_101
267219fd,CAND_100176,REQ_2022,University Recruiting,Applied,2025-05-29 00:00:00,REC_104
7b71c8b6,CAND_100177,REQ_2015,LinkedIn,Applied,2025-01-16 00:00:00,REC_101
f24080d8,CAND_100177,REQ_2015,LinkedIn,Phone Screen,2025-01-28 00:00:00,REC_101
d3117828,CAND_100178,REQ_2019,X (Twitter) Sourcing,Applied,2025-04-12 00:00:00,REC_103
139b18e8,CAND_100179,REQ_2008,LinkedIn,Applied,2025-04-24 00:00:00,REC_103
9f66b272,CAND_100180,REQ_2029,Tesla Careers Site,Applied,2025-06-06 00:00:00,REC_102
546c355a,CAND_100180,REQ_2029,Tesla Careers Site,Phone Screen,2025-06-15 00:00:00,REC_102
db9622ec,CAND_100181,REQ_2028,LinkedIn,Applied,2025-02-11 00:00:00,REC_103
5efec4e3,CAND_100181,REQ_2028,LinkedIn,Phone Screen,2025-02-16 00:00:00,REC_103
8815188e,CAND_100181,REQ_2028,LinkedIn,Technical Interview,2025-03-03 00:00:00,REC_103
2d790bb9,CAND_100181,REQ_2028,LinkedIn,Offer Issued,2025-03-07 00:00:00,REC_103
7e659268,CAND_100182,REQ_2011,University Recruiting,Applied,2025-05-09 00:00:00,REC_104
83d0d00b,CAND_100182,REQ_2011,University Recruiting,Phone Screen,2025-05-15 00:00:00,REC_104
e5b175af,CAND_100183,REQ_2001,Employee Referral,Applied,2025-02-11 00:00:00,REC_100
411b9379,CAND_100184,REQ_2029,LinkedIn,Applied,2025-06-06 00:00:00,REC_104
93768af1,CAND_100185,REQ_2028,Employee Referral,Applied,2025-02-14 00:00:00,REC_102
b009e655,CAND_100186,REQ_2012,LinkedIn,Applied,2025-07-10 00:00:00,REC_104
60a7123d,CAND_100186,REQ_2012,LinkedIn,Phone Screen,2025-07-22 00:00:00,REC_104
f6c9f4de,CAND_100186,REQ_2012,LinkedIn,Technical Interview,2025-08-02 00:00:00,REC_104
8d9595a4,CAND_100187,REQ_2015,LinkedIn,Applied,2025-01-19 00:00:00,REC_100
1a0ff65d,CAND_100187,REQ_2015,LinkedIn,Phone Screen,2025-01-24 00:00:00,REC_100
a7de7b14,CAND_100188,REQ_2043,Tesla Careers Site,Applied,2025-06-03 00:00:00,REC_103
3a883c1c,CAND_100188,REQ_2043,Tesla Careers Site,Phone Screen,2025-06-12 00:00:00,REC_103
8791b620,CAND_100188,REQ_2043,Tesla Careers Site,Technical Interview,2025-06-16 00:00:00,REC_103
6106b419,CAND_100189,REQ_2019,Tesla Careers Site,Applied,2025-04-22 00:00:00,REC_104
b8317d8c,CAND_100190,REQ_2006,University Recruiting,Applied,2025-04-15 00:00:00,REC_104
5ef28553,CAND_100190,REQ_2006,University Recruiting,Phone Screen,2025-04-30 00:00:00,REC_104
196ec8f9,CAND_100191,REQ_2018,LinkedIn,Applied,2025-06-12 00:00:00,REC_102
2ede4207,CAND_100192,REQ_2026,Tesla Careers Site,Applied,2025-07-04 00:00:00,REC_100
ce46d309,CAND_100192,REQ_2026,Tesla Careers Site,Phone Screen,2025-07-13 00:00:00,REC_100
bdf0c8f4,CAND_100193,REQ_2009,LinkedIn,Applied,2025-04-10 00:00:00,REC_104
b64b1f40,CAND_100194,REQ_2015,LinkedIn,Applied,2025-01-22 00:00:00,REC_103
4df34599,CAND_100195,REQ_2010,University Recruiting,Applied,2025-04-04 00:00:00,REC_100
2aac6495,CAND_100196,REQ_2024,LinkedIn,Applied,2025-05-14 00:00:00,REC_101
8c805566,CAND_100197,REQ_2024,Tesla Careers Site,Applied,2025-05-02 00:00:00,REC_102
f9072c28,CAND_100198,REQ_2024,Tesla Careers Site,Applied,2025-05-14 00:00:00,REC_101
d903bed8,CAND_100199,REQ_2043,Tesla Careers Site,Applied,2025-06-04 00:00:00,REC_102
8d9b7ec6,CAND_100199,REQ_2043,Tesla Careers Site,Phone Screen,2025-06-18 00:00:00,REC_102
d6e5e4b9,CAND_100199,REQ_2043,Tesla Careers Site,Technical Interview,2025-07-02 00:00:00,REC_102
0bcd7284,CAND_100199,REQ_2043,Tesla Careers Site,Offer Issued,2025-07-06 00:00:00,REC_102
2213738a,CAND_100200,REQ_2041,LinkedIn,Applied,2025-03-04 00:00:00,REC_102
8378bb1b,CAND_100200,REQ_2041,LinkedIn,Phone Screen,2025-03-09 00:00:00,REC_102
3a565480,CAND_100201,REQ_2026,University Recruiting,Applied,2025-06-21 00:00:00,REC_102
4da9c805,CAND_100202,REQ_2016,LinkedIn,Applied,2025-05-31 00:00:00,REC_104
a379280b,CAND_100203,REQ_2049,,Applied,2025-02-22 00:00:00,REC_101
febe93d2,CAND_100204,REQ_2003,Employee Referral,Applied,2025-06-12 00:00:00,REC_101
d88c6963,CAND_100204,REQ_2003,Employee Referral,Phone Screen,2025-06-24 00:00:00,REC_101
a5ddce1c,CAND_100205,REQ_2042,Tesla Careers Site,Applied,2025-03-04 00:00:00,REC_104
023b1c18,CAND_100205,REQ_2042,Tesla Careers Site,Phone Screen,2025-03-08 00:00:00,REC_104
f88e2d44,CAND_100205,REQ_2042,Tesla Careers Site,Technical Interview,2025-03-10 00:00:00,REC_104
59b78097,CAND_100205,REQ_2042,Tesla Careers Site,Offer Issued,2025-03-25 00:00:00,REC_104
27bfff66,CAND_100206,REQ_2034,LinkedIn,Applied,2025-03-16 00:00:00,REC_103
64633131,CAND_100206,REQ_2034,LinkedIn,Offer Issued,2025-03-27 00:00:00,REC_103
e0b1805b,CAND_100207,REQ_2003,LinkedIn,Applied,2025-06-17 00:00:00,REC_102
6b49d62a,CAND_100207,REQ_2003,LinkedIn,Phone Screen,2025-07-02 00:00:00,REC_102
086b1874,CAND_100208,REQ_2027,Employee Referral,Applied,2025-06-01 00:00:00,REC_102
9593fd4d,CAND_100208,REQ_2027,Employee Referral,Phone Screen,2025-06-05 00:00:00,REC_102
d715829c,CAND_100208,REQ_2027,Employee Referral,Technical Interview,2025-06-07 00:00:00,REC_102
36afc624,CAND_100209,REQ_2020,Tesla Careers Site,Applied,2025-02-09 00:00:00,REC_102
d918c1f6,CAND_100209,REQ_2020,Tesla Careers Site,Phone Screen,2025-02-24 00:00:00,REC_102
358598c4,CAND_100210,REQ_2022,Employee Referral,Applied,2025-05-24 00:00:00,REC_102
7ad58412,CAND_100210,REQ_2022,Employee Referral,Phone Screen,2025-05-26 00:00:00,REC_102
27b19ccd,CAND_100210,REQ_2022,Employee Referral,Technical Interview,2025-06-01 00:00:00,REC_102
3c5a48ff,CAND_100210,REQ_2022,Employee Referral,Offer Issued,2025-06-09 00:00:00,REC_102
d4577371,CAND_100210,REQ_2022,Employee Referral,Hired,2025-06-14 00:00:00,REC_102
7747ed33,CAND_100211,REQ_2044,Employee Referral,Applied,2025-03-07 00:00:00,REC_102
5c8b099b,CAND_100212,REQ_2007,LinkedIn,Applied,2025-04-22 00:00:00,REC_100
0202c40d,CAND_100212,REQ_2007,LinkedIn,Phone Screen,2025-04-28 00:00:00,REC_100
4e57978f,CAND_100212,REQ_2007,LinkedIn,Technical Interview,2025-05-11 00:00:00,REC_100
4f677ac8,CAND_100212,REQ_2007,LinkedIn,Offer Issued,2025-05-14 00:00:00,REC_100
a71ada22,CAND_100213,REQ_2024,Tesla Careers Site,Applied,2025-05-06 00:00:00,REC_102
7d24f742,CAND_100213,REQ_2024,Tesla Careers Site,Phone Screen,2025-05-13 00:00:00,REC_102
52ac6ebd,CAND_100214,REQ_2033,Employee Referral,Applied,2025-03-14 00:00:00,REC_104
8a209800,CAND_100214,REQ_2033,Employee Referral,Phone Screen,2025-03-29 00:00:00,REC_104
51c93fc4,CAND_100214,REQ_2033,Employee Referral,Technical Interview,2025-04-12 00:00:00,REC_104
1380908a,CAND_100215,REQ_2030,LinkedIn,Applied,2025-02-22 00:00:00,REC_103
6dc4e7a9,CAND_100216,REQ_2047,LinkedIn,Applied,2025-04-08 00:00:00,REC_104
d27f8598,CAND_100217,REQ_2047,Tesla Careers Site,Applied,2025-03-27 00:00:00,REC_100
5039d885,CAND_100217,REQ_2047,Tesla Careers Site,Phone Screen,2025-04-07 00:00:00,REC_100
baa11115,CAND_100218,REQ_2034,LinkedIn,Applied,2025-03-14 00:00:00,REC_103
80024213,CAND_100219,REQ_2020,LinkedIn,Applied,2025-02-03 00:00:00,REC_100
2f6e3afb,CAND_100219,REQ_2020,LinkedIn,Phone Screen,2025-02-12 00:00:00,REC_100
a46e733d,CAND_100220,REQ_2001,LinkedIn,Applied,2025-02-21 00:00:00,REC_103
c4ef8302,CAND_100221,REQ_2044,University Recruiting,Applied,2025-02-24 00:00:00,REC_103
705089e4,CAND_100222,REQ_2045,LinkedIn,Applied,2025-01-26 00:00:00,REC_104
6631a720,CAND_100222,REQ_2045,LinkedIn,Phone Screen,2025-02-04 00:00:00,REC_104
6d367a05,CAND_100222,REQ_2045,LinkedIn,Technical Interview,2025-02-16 00:00:00,REC_104
e03cfe1d,CAND_100223,REQ_2016,Tesla Careers Site,Applied,2025-06-04 00:00:00,REC_103
c6673246,CAND_100223,REQ_2016,Tesla Careers Site,Phone Screen,2025-06-17 00:00:00,REC_103
b61335f6,CAND_100224,REQ_2019,Tesla Careers Site,Applied,2025-04-15 00:00:00,REC_100
6f785371,CAND_100225,REQ_2019,LinkedIn,Applied,2025-04-12 00:00:00,REC_104
44169fe4,CAND_100225,REQ_2019,LinkedIn,Phone Screen,2025-04-22 00:00:00,REC_104
318842b4,CAND_100225,REQ_2019,LinkedIn,Technical Interview,2025-04-27 00:00:00,REC_104
9308a680,CAND_100226,REQ_2031,Tesla Careers Site,Applied,2025-03-20 00:00:00,REC_100
9dad5b1b,CAND_100226,REQ_2031,Tesla Careers Site,Phone Screen,2025-03-31 00:00:00,REC_100
90602bc6,CAND_100226,REQ_2031,Tesla Careers Site,Technical Interview,2025-04-11 00:00:00,REC_100
81c0929d,CAND_100227,REQ_2025,Tesla Careers Site,Applied,2025-05-20 00:00:00,REC_102
067cea63,CAND_100228,REQ_2041,Tesla Careers Site,Applied,2025-03-05 00:00:00,REC_104
be009298,CAND_100228,REQ_2041,Tesla Careers Site,Phone Screen,2025-03-17 00:00:00,REC_104
39130758,CAND_100229,REQ_2021,Tesla Careers Site,Applied,2025-06-15 00:00:00,REC_104
fc89f90e,CAND_100230,REQ_2045,Employee Referral,Applied,2025-02-01 00:00:00,REC_101
4ddb1c98,CAND_100230,REQ_2045,Employee Referral,Phone Screen,2025-02-11 00:00:00,REC_101
3491596f,CAND_100230,REQ_2045,Employee Referral,Technical Interview,2025-02-21 00:00:00,REC_101
35abb715,CAND_100230,REQ_2045,Employee Referral,Offer Issued,2025-02-25 00:00:00,REC_101
dfefb5c5,CAND_100231,REQ_2037,LinkedIn,Applied,2025-02-24 00:00:00,REC_102
203ba2a0,CAND_100231,REQ_2037,LinkedIn,Phone Screen,2025-03-11 00:00:00,REC_102
31f74411,CAND_100231,REQ_2037,LinkedIn,Technical Interview,2025-03-16 00:00:00,REC_102
87c17ba4,CAND_100232,REQ_2049,LinkedIn,Applied,2025-02-25 00:00:00,REC_103
d4365973,CAND_100233,REQ_2020,Tesla Careers Site,Applied,2025-02-09 00:00:00,REC_101
9f4c33d9,CAND_100234,REQ_2006,X (Twitter) Sourcing,Applied,2025-04-09 00:00:00,REC_100
5e895241,CAND_100234,REQ_2006,X (Twitter) Sourcing,Phone Screen,2025-04-14 00:00:00,REC_100
ad566eda,CAND_100235,REQ_2049,Tesla Careers Site,Applied,2025-02-25 00:00:00,REC_102
c9b1745f,CAND_100236,REQ_2038,Employee Referral,Applied,2025-02-09 00:00:00,REC_103
83799162,CAND_100237,REQ_2022,,Applied,2025-05-30 00:00:00,REC_101
2906c68a,CAND_100237,REQ_2022,,Phone Screen,2025-06-04 00:00:00,REC_101
d8b1a187,CAND_100238,REQ_2013,LinkedIn,Applied,2025-06-01 00:00:00,REC_103
7c815c78,CAND_100238,REQ_2013,LinkedIn,Phone Screen,2025-06-15 00:00:00,REC_103
97c28262,CAND_100239,REQ_2017,University Recruiting,Applied,2025-02-21 00:00:00,REC_103
1b4abcb0,CAND_100240,REQ_2033,LinkedIn,Applied,2025-03-23 00:00:00,REC_104
421a6ca4,CAND_100241,REQ_2014,Tesla Careers Site,Applied,2025-06-22 00:00:00,REC_100
9049847c,CAND_100242,REQ_2043,Employee Referral,Applied,2025-06-02 00:00:00,REC_102
49d1d396,CAND_100242,REQ_2043,Employee Referral,Phone Screen,2025-06-04 00:00:00,REC_102
f73d7a4d,CAND_100242,REQ_2043,Employee Referral,Technical Interview,2025-06-14 00:00:00,REC_102
6de7a034,CAND_100242,REQ_2043,Employee Referral,Offer Issued,2025-06-24 00:00:00,REC_102
d6311025,CAND_100243,REQ_2001,Employee Referral,Applied,2025-02-22 00:00:00,REC_100
4a539d13,CAND_100244,REQ_2010,Employee Referral,Applied,2025-03-25 00:00:00,REC_101
ef5150c1,CAND_100245,REQ_2029,University Recruiting,Applied,2025-06-15 00:00:00,REC_102
0b50600e,CAND_100245,REQ_2029,University Recruiting,Phone Screen,2025-06-20 00:00:00,REC_102
8f330e19,CAND_100246,REQ_2021,LinkedIn,Applied,2025-06-13 00:00:00,REC_100
a7c32943,CAND_100247,REQ_2034,Employee Referral,Applied,2025-03-22 00:00:00,REC_100
7222477f,CAND_100247,REQ_2034,Employee Referral,Phone Screen,2025-03-25 00:00:00,REC_100
be770f42,CAND_100248,REQ_2038,University Recruiting,Applied,2025-02-07 00:00:00,REC_100
259426fe,CAND_100248,REQ_2038,University Recruiting,Phone Screen,2025-02-19 00:00:00,REC_100
1fcf76ea,CAND_100249,REQ_2036,X (Twitter) Sourcing,Applied,2025-03-12 00:00:00,REC_104
4de1e745,CAND_100250,REQ_2021,Tesla Careers Site,Applied,2025-06-20 00:00:00,REC_103
0bb2a4b2,CAND_100251,REQ_2045,Tesla Careers Site,Applied,2025-01-22 00:00:00,REC_104
cdc01bdc,CAND_100251,REQ_2045,Tesla Careers Site,Phone Screen,2025-02-01 00:00:00,REC_104
8e20fe02,CAND_100251,REQ_2045,Tesla Careers Site,Technical Interview,2025-02-14 00:00:00,REC_104
0bf48853,CAND_100252,REQ_2003,X (Twitter) Sourcing,Applied,2025-06-17 00:00:00,REC_100
0d768215,CAND_100253,REQ_2045,,Applied,2025-02-01 00:00:00,REC_102
8dbe6b48,CAND_100253,REQ_2045,,Phone Screen,2025-02-09 00:00:00,REC_102
ab723db8,CAND_100254,REQ_2038,LinkedIn,Applied,2025-02-07 00:00:00,REC_104
da55aa24,CAND_100255,REQ_2014,LinkedIn,Applied,2025-06-19 00:00:00,REC_101
e9943a4a,CAND_100255,REQ_2014,LinkedIn,Phone Screen,2025-06-22 00:00:00,REC_101
28ea8467,CAND_100255,REQ_2014,LinkedIn,Technical Interview,2025-06-24 00:00:00,REC_101
deda516d,CAND_100256,REQ_2039,X (Twitter) Sourcing,Applied,2025-04-29 00:00:00,REC_103
54e4e123,CAND_100257,REQ_2045,Tesla Careers Site,Applied,2025-02-01 00:00:00,REC_103
6215b0bb,CAND_100258,REQ_2010,University Recruiting,Applied,2025-03-23 00:00:00,REC_100
f3d38761,CAND_100258,REQ_2010,University Recruiting,Phone Screen,2025-04-03 00:00:00,REC_100
2bdc93e5,CAND_100258,REQ_2010,University Recruiting,Technical Interview,2025-04-13 00:00:00,REC_100
d0220afa,CAND_100259,REQ_2023,LinkedIn,Applied,2025-07-07 00:00:00,REC_103
48748a5b,CAND_100259,REQ_2023,LinkedIn,Phone Screen,2025-07-13 00:00:00,REC_103
bcce304d,CAND_100260,REQ_2029,Employee Referral,Applied,2025-06-10 00:00:00,REC_103
1d7121c9,CAND_100260,REQ_2029,Employee Referral,Phone Screen,2025-06-15 00:00:00,REC_103
bc4dfc90,CAND_100260,REQ_2029,Employee Referral,Technical Interview,2025-06-24 00:00:00,REC_103
e104b58d,CAND_100261,REQ_2038,,Applied,2025-02-13 00:00:00,REC_102
4cc7b797,CAND_100262,REQ_2034,LinkedIn,Applied,2025-03-12 00:00:00,REC_104
79042e68,CAND_100262,REQ_2034,LinkedIn,Phone Screen,2025-03-19 00:00:00,REC_104
a58e84b7,CAND_100263,REQ_2036,LinkedIn,Applied,2025-03-16 00:00:00,REC_103
32c2f2fd,CAND_100264,REQ_2043,LinkedIn,Applied,2025-06-06 00:00:00,REC_104
253f1aa9,CAND_100264,REQ_2043,LinkedIn,Phone Screen,2025-06-15 00:00:00,REC_104
d6380222,CAND_100265,REQ_2013,X (Twitter) Sourcing,Applied,2025-05-27 00:00:00,REC_101
a850cd33,CAND_100265,REQ_2013,X (Twitter) Sourcing,Phone Screen,2025-06-08 00:00:00,REC_101
b55f1c82,CAND_100265,REQ_2013,X (Twitter) Sourcing,Technical Interview,2025-06-17 00:00:00,REC_101
7283561e,CAND_100266,REQ_2008,LinkedIn,Applied,2025-04-25 00:00:00,REC_102
76d48c5f,CAND_100266,REQ_2008,LinkedIn,Phone Screen,2025-05-04 00:00:00,REC_102
4cc2d3bc,CAND_100266,REQ_2008,LinkedIn,Technical Interview,2025-05-15 00:00:00,REC_102
2261fd45,CAND_100267,REQ_2015,Employee Referral,Applied,2025-01-23 00:00:00,REC_104
4616c373,CAND_100267,REQ_2015,Employee Referral,Phone Screen,2025-02-05 00:00:00,REC_104
7a18443f,CAND_100268,REQ_2045,University Recruiting,Applied,2025-01-25 00:00:00,REC_104
c011aecc,CAND_100268,REQ_2045,University Recruiting,Phone Screen,2025-01-29 00:00:00,REC_104
9dd16fad,CAND_100268,REQ_2045,University Recruiting,Technical Interview,2025-02-10 00:00:00,REC_104
efac7029,CAND_100269,REQ_2022,Tesla Careers Site,Applied,2025-06-06 00:00:00,REC_104
e3d1e8a3,CAND_100269,REQ_2022,Tesla Careers Site,Phone Screen,2025-06-14 00:00:00,REC_104
51397696,CAND_100269,REQ_2022,Tesla Careers Site,Technical Interview,2025-06-17 00:00:00,REC_104
5f6cbe9b,CAND_100269,REQ_2022,Tesla Careers Site,Offer Issued,2025-06-19 00:00:00,REC_104
c6c7c61f,CAND_100269,REQ_2022,Tesla Careers Site,Hired,2025-06-22 00:00:00,REC_104
d9050ffd,CAND_100270,REQ_2039,LinkedIn,Applied,2025-05-05 00:00:00,REC_104
1701c1b3,CAND_100271,REQ_2001,Tesla Careers Site,Applied,2025-02-09 00:00:00,REC_104
fbdc0b93,CAND_100271,REQ_2001,Tesla Careers Site,Phone Screen,2025-02-12 00:00:00,REC_104
0f9c0020,CAND_100272,REQ_2013,University Recruiting,Applied,2025-05-24 00:00:00,REC_101
eb631830,CAND_100272,REQ_2013,University Recruiting,Phone Screen,2025-06-02 00:00:00,REC_101
3a2d7c76,CAND_100273,REQ_2001,Tesla Careers Site,Applied,2025-02-10 00:00:00,REC_103
776c2382,CAND_100274,REQ_2042,Tesla Careers Site,Applied,2025-03-07 00:00:00,REC_101
aee4ba8f,CAND_100275,REQ_2030,Employee Referral,Applied,2025-02-13 00:00:00,REC_103
e8373629,CAND_100276,REQ_2034,LinkedIn,Applied,2025-03-12 00:00:00,REC_104
0871ec7b,CAND_100277,REQ_2035,LinkedIn,Applied,2025-03-18 00:00:00,REC_100
e9e4d037,CAND_100278,REQ_2011,LinkedIn,Applied,2025-05-10 00:00:00,REC_103
